;Country;Year;Life Ladder;LogGDP;SocialSupport;LifeExpectancy;Freedom;Generosity;Corruption;PosAffect;NegAffect;Region;Regime;AreaInK2;Population;PopAnnualGrowthRate;PopDensity;InfantMortalityRate;Christianisme;Islam;Sans-religion;Hindouisme;Bouddhisme;Religions traditionnelles;Autres;Judaisme
1443;Sudan;2009;4.455;8.106;0.911;53.7;0.71;0.077;0.701;0.734;0.245;Sub-Saharan Africa;Authoritarian;1861484;34144883;2.846;18.3;53.34;0.054000000000000006;0.907;0.01;0.0;0.0;0.027999999999999997;0.0;0.0
1444;Sudan;2010;4.435;8.076;0.855;54.0;0.648;-0.04;0.737;0.669;0.221;Sub-Saharan Africa;Authoritarian;1861484;34983893;2.018;18.8;52.87;0.054000000000000006;0.907;0.01;0.0;0.0;0.027999999999999997;0.0;0.0
1445;Sudan;2011;4.314;8.204;0.818;54.28;0.583;-0.024;0.663;0.586;0.249;Sub-Saharan Africa;Authoritarian;1861484;35683115;1.94;19.2;52.42;0.054000000000000006;0.907;0.01;0.0;0.0;0.027999999999999997;0.0;0.0
1446;Sudan;2012;4.55;8.296;0.813;54.56;0.412;-0.056;0.734;0.576;0.242;Sub-Saharan Africa;Authoritarian;1861484;36431189;2.206;19.6;51.96;0.054000000000000006;0.907;0.01;0.0;0.0;0.027999999999999997;0.0;0.0
1447;Sudan;2014;4.139;8.317;0.811;55.12;0.39;-0.063;0.794;0.541;0.303;Sub-Saharan Africa;Authoritarian;1861484;38252912;2.989;20.5;49.86;0.054000000000000006;0.907;0.01;0.0;0.0;0.027999999999999997;0.0;0.0
1448;Suriname;2012;6.269;9.797;0.797;62.24;0.885;-0.077;0.751;0.764;0.25;Latin America and Caribbean;Flawed democracy;156000;559868;1.207;3.6;32.54;0.516;0.152;0.054000000000000006;0.198;0.006;0.053;0.018000000000000002;0.002
1449;Swaziland;2011;4.867;8.94;0.837;40.808;0.607;-0.067;0.917;0.821;0.251;Sub-Saharan Africa;Hybrid regime;17204;1023891;0.605;59.5;62.34;0.8809999999999999;0.002;0.10099999999999999;0.001;0.0;0.01;0.004;0.0
1450;Swaziland;2018;4.212;9.06;0.779;50.353;0.71;-0.178;0.692;0.824;0.252;Sub-Saharan Africa;Hybrid regime;17204;1086857;0.834;63.2;46.62;0.8809999999999999;0.002;0.10099999999999999;0.001;0.0;0.01;0.004;0.0
1451;Swaziland;2019;4.396;9.07;0.759;51.27;0.597;-0.191;0.724;0.778;0.28;Sub-Saharan Africa;Hybrid regime;17204;1095839;0.812;63.7;44.68;0.8809999999999999;0.002;0.10099999999999999;0.001;0.0;0.01;0.004;0.0
1452;Sweden;2007;7.241;10.806;0.917;71.48;0.91;0.146;0.289;0.796;0.177;Western Europe;Full democracy;410335;9201390;0.758;22.4;2.51;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1453;Sweden;2008;7.516;10.793;0.923;71.62;0.912;0.125;0.314;0.804;0.134;Western Europe;Full democracy;410335;9273133;0.795;22.6;2.5;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1454;Sweden;2009;7.266;10.74;0.903;71.76;0.864;0.221;0.292;0.82;0.151;Western Europe;Full democracy;410335;9352377;0.906;22.8;2.51;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1455;Sweden;2010;7.496;10.79;0.97;71.9;0.905;0.141;0.253;0.833;0.2;Western Europe;Full democracy;410335;9432308;0.796;23.0;2.58;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1456;Sweden;2011;7.382;10.814;0.921;71.98;0.941;0.161;0.269;0.815;0.179;Western Europe;Full democracy;410335;9503419;0.706;23.2;2.06;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1457;Sweden;2012;7.56;10.8;0.929;72.06;0.944;0.132;0.254;0.855;0.17;Western Europe;Full democracy;410335;9573255;0.758;23.3;2.6;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1458;Sweden;2013;7.434;10.804;0.916;72.14;0.936;0.159;0.324;0.829;0.184;Western Europe;Full democracy;410335;9647186;0.781;23.5;2.58;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1459;Sweden;2014;7.239;10.82;0.933;72.22;0.945;0.202;0.25;0.836;0.208;Western Europe;Full democracy;410335;9722860;0.782;23.7;2.57;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1460;Sweden;2015;7.289;10.853;0.929;72.3;0.935;0.211;0.232;0.818;0.191;Western Europe;Full democracy;410335;9799249;0.783;23.9;2.56;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1461;Sweden;2016;7.369;10.861;0.912;72.4;0.918;0.146;0.246;0.816;0.201;Western Europe;Full democracy;410335;9876276;0.783;24.1;2.54;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1462;Sweden;2017;7.287;10.873;0.914;72.5;0.935;0.17;0.239;0.814;0.175;Western Europe;Full democracy;410335;9953746;0.78;24.3;2.53;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1463;Sweden;2018;7.375;10.881;0.931;72.6;0.942;0.077;0.263;0.823;0.161;Western Europe;Full democracy;410335;10031368;0.774;24.4;2.51;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1464;Sweden;2019;7.398;10.882;0.934;72.7;0.942;0.091;0.25;0.826;0.202;Western Europe;Full democracy;410335;10108781;0.764;24.6;2.5;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1465;Sweden;2020;7.314;10.838;0.936;72.8;0.951;0.091;0.203;0.766;0.222;Western Europe;Full democracy;410335;10185555;0.749;24.8;2.49;0.672;0.046;0.27;0.002;0.004;0.002;0.002;0.001
1466;Switzerland;2006;7.473;11.05;0.951;71.54;0.919;0.29;0.408;0.821;0.212;Western Europe;Full democracy;39997;7478652;0.437;187.0;3.97;0.727;0.049;0.209;0.005;0.005;0.0;0.002;0.003
1467;Switzerland;2009;7.525;11.055;0.938;72.26;0.891;0.125;0.342;0.814;0.202;Western Europe;Full democracy;39997;7693228;0.918;192.3;4.09;0.727;0.049;0.209;0.005;0.005;0.0;0.002;0.003
1468;Switzerland;2012;7.776;11.079;0.947;72.78;0.945;0.139;0.323;0.859;0.176;Western Europe;Full democracy;39997;7924908;0.914;198.1;3.95;0.727;0.049;0.209;0.005;0.005;0.0;0.002;0.003
1469;Switzerland;2014;7.493;11.098;0.959;73.06;0.949;0.06;0.283;0.823;0.189;Western Europe;Full democracy;39997;8059368;0.769;201.5;3.89;0.727;0.049;0.209;0.005;0.005;0.0;0.002;0.003
1470;Switzerland;2015;7.572;11.1;0.938;73.2;0.928;0.109;0.21;0.809;0.166;Western Europe;Full democracy;39997;8118683;0.697;203.0;3.86;0.727;0.049;0.209;0.005;0.005;0.0;0.002;0.003
1471;Switzerland;2016;7.459;11.106;0.928;73.5;0.934;0.088;0.302;0.779;0.206;Western Europe;Full democracy;39997;8175208;0.69;204.4;3.83;0.727;0.049;0.209;0.005;0.005;0.0;0.002;0.003
1472;Switzerland;2017;7.474;11.115;0.95;73.8;0.925;0.18;0.316;0.774;0.196;Western Europe;Full democracy;39997;8231519;0.683;205.8;3.8;0.727;0.049;0.209;0.005;0.005;0.0;0.002;0.003
1473;Switzerland;2018;7.509;11.134;0.93;74.1;0.926;0.101;0.301;0.792;0.192;Western Europe;Full democracy;39997;8287563;0.674;207.2;3.77;0.727;0.049;0.209;0.005;0.005;0.0;0.002;0.003
1474;Switzerland;2019;7.694;11.136;0.949;74.4;0.913;0.036;0.294;0.798;0.171;Western Europe;Full democracy;39997;8343256;0.665;208.6;3.74;0.727;0.049;0.209;0.005;0.005;0.0;0.002;0.003
1475;Switzerland;2020;7.508;11.081;0.946;74.7;0.917;-0.064;0.28;0.769;0.193;Western Europe;Full democracy;39997;8398489;0.655;210.0;3.71;0.727;0.049;0.209;0.005;0.005;0.0;0.002;0.003
1476;Syria;2008;5.323;8.652;0.712;63.9;0.661;0.122;0.68;0.609;0.338;South Asia;Authoritarian;185887;21387154;0.668;115.1;14.54;0.052000000000000005;0.9279999999999999;0.02;0.0;0.0;0.0;0.0;0.0
1477;Syria;2009;4.979;8.654;0.842;64.0;0.748;0.082;0.688;0.574;0.292;South Asia;Authoritarian;185887;21710990;2.325;116.8;13.98;0.052000000000000005;0.9279999999999999;0.02;0.0;0.0;0.0;0.0;0.0
1478;Syria;2010;4.465;8.729;0.934;64.1;0.647;0.008;0.743;0.558;0.225;South Asia;Authoritarian;185887;22223250;2.339;119.6;13.43;0.052000000000000005;0.9279999999999999;0.02;0.0;0.0;0.0;0.0;0.0
1479;Syria;2011;4.038;8.727;0.576;62.32;0.53;0.131;0.741;0.599;0.496;South Asia;Authoritarian;185887;22633830;1.332;121.8;13.92;0.052000000000000005;0.9279999999999999;0.02;0.0;0.0;0.0;0.0;0.0
1480;Syria;2012;3.164;8.563;0.588;60.54;0.467;0.316;0.673;0.464;0.705;South Asia;Authoritarian;185887;22432681;-3.137;120.7;14.98;0.052000000000000005;0.9279999999999999;0.02;0.0;0.0;0.0;0.0;0.0
1481;Syria;2013;2.688;8.396;0.585;58.76;0.455;0.225;0.663;0.387;0.622;South Asia;Authoritarian;185887;21064653;-9.648;113.3;15.88;0.052000000000000005;0.9279999999999999;0.02;0.0;0.0;0.0;0.0;0.0
1482;Syria;2015;3.462;8.442;0.464;55.2;0.448;0.045;0.685;0.369;0.643;South Asia;Authoritarian;185887;18415482;-5.154;99.1;16.58;0.052000000000000005;0.9279999999999999;0.02;0.0;0.0;0.0;0.0;0.0
1483;Taiwan Province of China;2006;6.189;10.613;0.882;68.68;0.63;-0.03;0.846;0.814;0.094;East Asia;Full democracy;32260;22815797;0.447;707.2;5.32;0.055;0.0;0.127;0.0;0.213;0.442;0.162;0.0
1484;Taiwan Province of China;2008;5.548;10.606;0.83;69.14;0.642;-0.017;0.785;0.794;0.169;East Asia;Full democracy;32260;22972361;0.322;712.1;5.01;0.055;0.0;0.127;0.0;0.213;0.442;0.162;0.0
1485;Taiwan Province of China;2010;6.229;10.691;0.831;69.6;0.677;0.005;0.821;0.845;0.136;East Asia;Full democracy;32260;23110964;0.173;716.4;4.7;0.055;0.0;0.127;0.0;0.213;0.442;0.162;0.0
1486;Tajikistan;2006;4.613;7.554;0.724;60.64;0.702;-0.088;0.768;0.566;0.195;Commonwealth of Independent States;Authoritarian;141510;6943913;1.884;49.1;45.95;0.016;0.9670000000000001;0.015;0.0;0.0;0.0;0.0;0.0
1487;Tajikistan;2007;4.432;7.609;0.727;61.08;0.818;0.0;0.659;0.694;0.133;Commonwealth of Independent States;Authoritarian;141510;7076241;1.891;50.0;44.95;0.016;0.9670000000000001;0.015;0.0;0.0;0.0;0.0;0.0
1488;Tajikistan;2008;5.064;7.665;0.701;61.52;0.816;0.018;0.723;0.606;0.16;Commonwealth of Independent States;Authoritarian;141510;7211215;1.888;51.0;43.98;0.016;0.9670000000000001;0.015;0.0;0.0;0.0;0.0;0.0
1489;Tajikistan;2009;4.575;7.682;0.676;61.96;0.744;0.001;0.792;0.605;0.203;Commonwealth of Independent States;Authoritarian;141510;7348050;1.872;51.9;43.03;0.016;0.9670000000000001;0.015;0.0;0.0;0.0;0.0;0.0
1490;Tajikistan;2010;4.381;7.723;0.759;62.4;0.784;0.062;0.679;0.643;0.192;Commonwealth of Independent States;Authoritarian;141510;7485841;1.844;52.9;42.09;0.016;0.9670000000000001;0.015;0.0;0.0;0.0;0.0;0.0
1491;Tajikistan;2011;4.263;7.772;0.751;62.56;0.776;-0.119;0.672;0.698;0.166;Commonwealth of Independent States;Authoritarian;141510;7624834;1.835;53.9;41.18;0.016;0.9670000000000001;0.015;0.0;0.0;0.0;0.0;0.0
1492;Tajikistan;2012;4.497;7.821;0.729;62.72;0.749;-0.073;0.717;0.714;0.198;Commonwealth of Independent States;Authoritarian;141510;7765108;1.811;54.9;40.29;0.016;0.9670000000000001;0.015;0.0;0.0;0.0;0.0;0.0
1493;Tajikistan;2013;4.967;7.87;0.701;62.88;0.693;0.063;0.764;0.677;0.17;Commonwealth of Independent States;Authoritarian;141510;7905676;1.778;55.9;39.41;0.016;0.9670000000000001;0.015;0.0;0.0;0.0;0.0;0.0
1494;Tajikistan;2014;4.896;7.911;0.81;63.04;0.853;0.002;0.698;0.656;0.196;Commonwealth of Independent States;Authoritarian;141510;8045925;1.74;56.9;38.56;0.016;0.9670000000000001;0.015;0.0;0.0;0.0;0.0;0.0
1495;Tajikistan;2015;5.124;7.945;0.844;63.2;0.847;0.022;0.742;0.689;0.196;Commonwealth of Independent States;Authoritarian;141510;8185075;1.69;57.8;37.72;0.016;0.9670000000000001;0.015;0.0;0.0;0.0;0.0;0.0
1496;Tajikistan;2016;5.104;7.987;0.857;63.5;0.703;0.01;0.632;0.644;0.22;Commonwealth of Independent States;Authoritarian;141510;8322721;1.646;58.8;36.9;0.016;0.9670000000000001;0.015;0.0;0.0;0.0;0.0;0.0
1497;Tajikistan;2017;5.829;8.036;0.663;63.8;0.832;0.124;0.718;0.603;0.278;Commonwealth of Independent States;Authoritarian;141510;8458972;1.602;59.8;36.09;0.016;0.9670000000000001;0.015;0.0;0.0;0.0;0.0;0.0
1498;Tanzania;2006;3.922;7.485;0.783;48.7;0.787;-0.027;0.649;0.748;0.209;Sub-Saharan Africa;Hybrid regime;885800;39840807;2.829;45.0;56.82;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1499;Tanzania;2007;4.318;7.522;0.708;49.6;0.716;-0.013;0.707;0.755;0.22;Sub-Saharan Africa;Hybrid regime;885800;40994332;2.879;46.3;54.87;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1500;Tanzania;2008;4.385;7.549;0.774;50.5;0.562;0.256;0.93;0.744;0.178;Sub-Saharan Africa;Hybrid regime;885800;42163060;2.745;47.6;52.99;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1501;Tanzania;2009;3.408;7.572;0.837;51.4;0.607;0.308;0.903;0.778;0.161;Sub-Saharan Africa;Hybrid regime;885800;43295640;2.559;48.9;51.17;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1502;Tanzania;2010;3.229;7.604;0.813;52.3;0.597;0.139;0.866;0.717;0.146;Sub-Saharan Africa;Hybrid regime;885800;44520989;3.016;50.3;49.41;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1503;Tanzania;2011;4.074;7.649;0.883;53.04;0.736;-0.046;0.816;0.765;0.145;Sub-Saharan Africa;Hybrid regime;885800;45901397;3.089;51.8;47.71;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1504;Tanzania;2012;4.007;7.663;0.832;53.78;0.577;0.213;0.887;0.679;0.195;Sub-Saharan Africa;Hybrid regime;885800;47316472;2.985;53.4;46.06;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1505;Tanzania;2013;3.852;7.699;0.803;54.52;0.654;0.054;0.859;0.738;0.191;Sub-Saharan Africa;Hybrid regime;885800;48767600;3.055;55.1;44.47;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1506;Tanzania;2014;3.483;7.734;0.789;55.26;0.654;0.11;0.878;0.731;0.241;Sub-Saharan Africa;Hybrid regime;885800;50275034;3.033;56.8;42.94;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1507;Tanzania;2015;3.661;7.764;0.79;56.0;0.759;0.149;0.906;0.619;0.192;Sub-Saharan Africa;Hybrid regime;885800;51891917;3.293;58.6;41.46;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1508;Tanzania;2016;2.903;7.8;0.638;56.5;0.775;0.179;0.739;0.694;0.246;Sub-Saharan Africa;Hybrid regime;885800;53601096;3.189;60.5;39.41;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1509;Tanzania;2017;3.347;7.836;0.705;57.0;0.8;0.116;0.654;0.715;0.255;Sub-Saharan Africa;Hybrid regime;885800;55303380;3.065;62.4;37.46;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1510;Tanzania;2018;3.445;7.859;0.675;57.5;0.807;0.153;0.612;0.762;0.221;Sub-Saharan Africa;Hybrid regime;885800;56982920;2.92;64.3;35.6;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1511;Tanzania;2019;3.64;7.886;0.687;58.0;0.85;0.1;0.589;0.726;0.243;Sub-Saharan Africa;Hybrid regime;885800;58659971;2.881;66.2;33.84;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1512;Tanzania;2020;3.786;7.881;0.74;58.5;0.83;0.295;0.521;0.686;0.271;Sub-Saharan Africa;Hybrid regime;885800;60362612;2.841;68.1;32.16;0.614;0.35200000000000004;0.013999999999999999;0.001;0.0;0.018000000000000002;0.0;0.0
1513;Thailand;2006;5.885;9.461;0.894;64.14;0.863;0.331;0.935;0.814;0.164;Southeast Asia;Flawed democracy;510890;64501340;0.767;126.3;11.98;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1514;Thailand;2007;5.784;9.508;0.889;64.48;0.87;0.391;0.898;0.832;0.18;Southeast Asia;Flawed democracy;510890;64979945;0.712;127.2;11.27;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1515;Thailand;2008;5.636;9.52;0.832;64.82;0.868;0.425;0.933;0.819;0.145;Southeast Asia;Flawed democracy;510890;65430431;0.67;128.1;10.6;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1516;Thailand;2009;5.476;9.508;0.893;65.16;0.868;0.525;0.904;0.898;0.166;Southeast Asia;Flawed democracy;510890;65860440;0.64;128.9;9.97;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1517;Thailand;2010;6.217;9.576;0.898;65.5;0.86;0.536;0.917;0.901;0.182;Southeast Asia;Flawed democracy;510890;66271488;0.605;129.7;9.38;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1518;Thailand;2011;6.664;9.579;0.884;65.72;0.927;0.4;0.923;0.934;0.117;Southeast Asia;Flawed democracy;510890;66668257;0.589;130.5;9.0;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1519;Thailand;2012;6.3;9.645;0.906;65.94;0.847;0.38;0.909;0.855;0.138;Southeast Asia;Flawed democracy;510890;67045539;0.54;131.2;8.64;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1520;Thailand;2013;6.231;9.667;0.926;66.16;0.781;0.456;0.925;0.846;0.141;Southeast Asia;Flawed democracy;510890;67413873;0.556;132.0;8.29;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1521;Thailand;2014;6.985;9.672;0.933;66.38;0.9;0.553;0.92;0.811;0.169;Southeast Asia;Flawed democracy;510890;67760535;0.47;132.6;7.95;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1522;Thailand;2015;6.202;9.699;0.866;66.6;0.885;0.316;0.914;0.91;0.174;Southeast Asia;Flawed democracy;510890;68067372;0.434;133.2;7.63;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1523;Thailand;2016;6.074;9.729;0.908;66.8;0.924;0.356;0.878;0.835;0.218;Southeast Asia;Flawed democracy;510890;68346863;0.386;133.8;7.32;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1524;Thailand;2017;5.939;9.765;0.877;67.0;0.923;0.212;0.884;0.816;0.232;Southeast Asia;Flawed democracy;510890;68607190;0.375;134.3;7.03;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1525;Thailand;2018;6.012;9.803;0.873;67.2;0.905;0.259;0.907;0.843;0.198;Southeast Asia;Flawed democracy;510890;68854623;0.346;134.8;6.91;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1526;Thailand;2019;6.022;9.824;0.903;67.4;0.898;0.309;0.877;0.843;0.208;Southeast Asia;Flawed democracy;510890;69082954;0.317;135.2;6.8;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1527;Thailand;2020;5.885;9.769;0.867;67.6;0.84;0.273;0.918;0.783;0.326;Southeast Asia;Flawed democracy;510890;69291926;0.287;135.6;6.69;0.009000000000000001;0.055;0.003;0.001;0.932;0.0;0.0;0.0
1528;Togo;2006;3.202;7.078;0.435;49.26;0.628;-0.007;0.85;0.615;0.348;Sub-Saharan Africa;Authoritarian;54385;5532242;3.0;101.7;64.95;0.43700000000000006;0.14;0.062;0.0;0.0;0.35600000000000004;0.006;0.0
1529;Togo;2008;2.808;7.052;0.291;50.18;0.287;-0.055;0.932;0.362;0.379;Sub-Saharan Africa;Authoritarian;54385;5850173;2.894;107.6;61.65;0.43700000000000006;0.14;0.062;0.0;0.0;0.35600000000000004;0.006;0.0
1530;Togo;2011;2.936;7.146;0.303;51.58;0.584;-0.07;0.832;0.48;0.395;Sub-Saharan Africa;Authoritarian;54385;6351967;2.782;116.8;57.01;0.43700000000000006;0.14;0.062;0.0;0.0;0.35600000000000004;0.006;0.0
1531;Togo;2014;2.839;7.247;0.444;53.02;0.663;-0.085;0.795;0.583;0.443;Sub-Saharan Africa;Authoritarian;54385;6902009;2.735;126.9;52.7;0.43700000000000006;0.14;0.062;0.0;0.0;0.35600000000000004;0.006;0.0
1532;Togo;2015;3.768;7.277;0.479;53.5;0.772;-0.069;0.733;0.599;0.416;Sub-Saharan Africa;Authoritarian;54385;7092156;2.701;130.4;51.34;0.43700000000000006;0.14;0.062;0.0;0.0;0.35600000000000004;0.006;0.0
1533;Togo;2016;3.879;7.306;0.509;53.9;0.73;-0.007;0.815;0.604;0.483;Sub-Saharan Africa;Authoritarian;54385;7280496;2.543;133.9;49.96;0.43700000000000006;0.14;0.062;0.0;0.0;0.35600000000000004;0.006;0.0
1534;Togo;2017;4.361;7.324;0.508;54.3;0.717;-0.042;0.726;0.614;0.426;Sub-Saharan Africa;Authoritarian;54385;7471768;2.642;137.4;48.61;0.43700000000000006;0.14;0.062;0.0;0.0;0.35600000000000004;0.006;0.0
1535;Togo;2018;4.023;7.348;0.596;54.7;0.612;-0.007;0.809;0.608;0.446;Sub-Saharan Africa;Authoritarian;54385;7670649;2.612;141.0;47.3;0.43700000000000006;0.14;0.062;0.0;0.0;0.35600000000000004;0.006;0.0
1536;Togo;2019;4.179;7.375;0.539;55.1;0.617;0.065;0.737;0.59;0.444;Sub-Saharan Africa;Authoritarian;54385;7872308;2.578;144.8;45.7;0.43700000000000006;0.14;0.062;0.0;0.0;0.35600000000000004;0.006;0.0
1537;Trinidad and Tobago;2006;5.832;10.224;0.887;61.76;0.84;0.141;0.917;0.798;0.229;Latin America and Caribbean;Flawed democracy;5128;1243125;-0.132;242.4;35.09;0.659;0.059000000000000004;0.019;0.22699999999999998;0.003;0.019;0.013999999999999999;0.0
1538;Trinidad and Tobago;2008;6.696;10.295;0.858;62.08;0.838;0.087;0.959;0.817;0.184;Latin America and Caribbean;Flawed democracy;5128;1240309;-0.096;241.9;33.46;0.659;0.059000000000000004;0.019;0.22699999999999998;0.003;0.019;0.013999999999999999;0.0
1539;Trinidad and Tobago;2011;6.519;10.263;0.863;62.54;0.775;0.078;0.9;0.906;0.134;Latin America and Caribbean;Flawed democracy;5128;1237351;-0.066;241.3;31.16;0.659;0.059000000000000004;0.019;0.22699999999999998;0.003;0.019;0.013999999999999999;0.0
1540;Trinidad and Tobago;2013;6.168;10.285;0.883;62.82;0.847;0.128;0.948;0.833;0.286;Latin America and Caribbean;Flawed democracy;5128;1235771;-0.065;241.0;29.71;0.659;0.059000000000000004;0.019;0.22699999999999998;0.003;0.019;0.013999999999999999;0.0
1541;Trinidad and Tobago;2017;6.192;10.183;0.916;63.5;0.859;0.015;0.911;0.846;0.248;Latin America and Caribbean;Flawed democracy;5128;1231013;-0.139;240.1;27.01;0.659;0.059000000000000004;0.019;0.22699999999999998;0.003;0.019;0.013999999999999999;0.0
1542;Tunisia;2010;5.131;9.222;0.863;65.1;0.624;-0.135;0.732;0.725;0.249;Middle East and North Africa;Flawed democracy;155360;10525963;1.147;67.8;15.36;0.002;0.995;0.002;0.0;0.0;0.0;0.0;0.0
1543;Tunisia;2011;4.876;9.192;0.715;65.28;0.603;-0.199;0.913;0.588;0.248;Middle East and North Africa;Flawed democracy;155360;10647377;1.147;68.5;15.04;0.002;0.995;0.002;0.0;0.0;0.0;0.0;0.0
1544;Tunisia;2012;4.464;9.222;0.614;65.46;0.568;-0.176;0.899;0.521;0.327;Middle East and North Africa;Flawed democracy;155360;10772441;1.188;69.3;14.73;0.002;0.995;0.002;0.0;0.0;0.0;0.0;0.0
1545;Tunisia;2013;5.246;9.24;0.648;65.64;0.536;-0.207;0.886;0.517;0.239;Middle East and North Africa;Flawed democracy;155360;10901720;1.198;70.2;14.42;0.002;0.995;0.002;0.0;0.0;0.0;0.0;0.0
1546;Tunisia;2014;4.764;9.26;0.68;65.82;0.589;-0.232;0.783;0.503;0.321;Middle East and North Africa;Flawed democracy;155360;11032489;1.187;71.0;14.12;0.002;0.995;0.002;0.0;0.0;0.0;0.0;0.0
1547;Tunisia;2015;5.132;9.261;0.609;66.0;0.711;-0.226;0.815;0.573;0.32;Middle East and North Africa;Flawed democracy;155360;11161137;1.132;71.8;13.83;0.002;0.995;0.002;0.0;0.0;0.0;0.0;0.0
1548;Tunisia;2016;4.521;9.262;0.702;66.3;0.614;-0.165;0.811;0.612;0.378;Middle East and North Africa;Flawed democracy;155360;11284841;1.073;72.6;13.55;0.002;0.995;0.002;0.0;0.0;0.0;0.0;0.0
1549;Tunisia;2017;4.124;9.269;0.717;66.6;0.478;-0.219;0.869;0.421;0.377;Middle East and North Africa;Flawed democracy;155360;11403062;1.012;73.4;13.27;0.002;0.995;0.002;0.0;0.0;0.0;0.0;0.0
1550;Tunisia;2018;4.741;9.284;0.733;66.9;0.65;-0.191;0.84;0.592;0.365;Middle East and North Africa;Flawed democracy;155360;11515254;0.947;74.1;13.0;0.002;0.995;0.002;0.0;0.0;0.0;0.0;0.0
1551;Tunisia;2019;4.315;9.283;0.61;67.2;0.659;-0.209;0.889;0.539;0.433;Middle East and North Africa;Flawed democracy;155360;11620878;0.88;74.8;12.73;0.002;0.995;0.002;0.0;0.0;0.0;0.0;0.0
1552;Tunisia;2020;4.731;9.231;0.719;67.5;0.668;-0.202;0.877;0.585;0.439;Middle East and North Africa;Flawed democracy;155360;11719458;0.81;75.4;12.47;0.002;0.995;0.002;0.0;0.0;0.0;0.0;0.0
1553;Turkey;2007;5.623;9.903;0.792;63.32;0.459;-0.178;0.8;0.651;0.395;Middle East and North Africa;Hybrid regime;769632;72183220;1.175;93.8;28.41;0.004;0.98;0.012;0.0;0.0;0.0;0.002;0.0
1554;Turkey;2008;5.118;9.899;0.645;63.68;0.415;-0.189;0.785;0.614;0.345;Middle East and North Africa;Hybrid regime;769632;73020415;1.132;94.9;27.69;0.004;0.98;0.012;0.0;0.0;0.0;0.002;0.0
1555;Turkey;2009;5.213;9.838;0.755;64.04;0.456;-0.227;0.853;0.598;0.316;Middle East and North Africa;Hybrid regime;769632;73841285;1.104;95.9;27.0;0.004;0.98;0.012;0.0;0.0;0.0;0.002;0.0
